u,v,x,y,z,label
0.190832,0.481979,0.277810,0.133946,0.580126,5
0.461165,0.869839,0.857051,0.649922,0.325694,0
0.681356,0.326304,0.173284,0.034211,0.502914,4
0.670614,0.762322,0.255043,0.316385,0.483840,3
0.516465,0.545488,0.382031,0.689016,0.056185,3
0.376843,0.788354,0.013123,0.722098,0.661397,1
0.496170,0.980468,0.221534,0.937651,0.408246,1
0.828639,0.503861,0.869808,0.495132,0.255806,3
0.145146,0.218268,0.509293,0.403455,0.024293,4
0.936949,0.318278,0.981994,0.571001,0.553514,2
0.388165,0.945280,0.367504,0.489608,0.448683,3
0.620106,0.385113,0.476363,0.871426,0.697073,6
0.636647,0.722068,0.791803,0.988891,0.526048,1
0.987884,0.506912,0.362774,0.676778,0.228095,3
0.179479,0.752770,0.519761,0.951353,0.380261,0
0.658284,0.422407,0.958129,0.498978,0.035401,0
0.639943,0.612171,0.556230,0.987030,0.870205,1
0.301035,0.446638,0.157811,0.693136,0.242195,6
0.145054,0.240852,0.676565,0.291452,0.906949,2
0.501633,0.428816,0.909299,0.993957,0.725883,0
0.380383,0.941679,0.956420,0.497543,0.574725,0
0.371807,0.003418,0.213050,0.250649,0.698599,4
0.492477,0.738334,0.496750,0.098300,0.068850,3
0.114170,0.759148,0.025880,0.487411,0.217383,5
0.484359,0.411878,0.646626,0.782525,0.677969,1
0.111026,0.867214,0.691885,0.660604,0.759758,1
0.945799,0.938719,0.802393,0.697226,0.015503,3
0.171026,0.517319,0.107852,0.744346,0.221381,6
0.298349,0.040437,0.902524,0.529435,0.075228,0
0.460372,0.830592,0.863186,0.675222,0.991638,1
0.838862,0.245338,0.669210,0.504166,0.069735,4
0.491226,0.383343,0.203497,0.854518,0.263863,6
0.358318,0.378368,0.095096,0.053224,0.036836,4
0.462783,0.702811,0.985412,0.961089,0.568926,0
0.624653,0.868099,0.261086,0.147008,0.489120,3
0.378735,0.715506,0.928159,0.402234,0.801599,2
0.165563,0.806848,0.925047,0.219489,0.564348,0
0.819178,0.764244,0.567431,0.441389,0.872829,2
0.206977,0.453291,0.065218,0.385510,0.830836,5
0.152745,0.083926,0.487625,0.520463,0.684103,6
0.925810,0.945708,0.322336,0.369182,0.740654,3
0.462874,0.168554,0.787469,0.163884,0.512589,2
0.000793,0.528336,0.683554,0.361431,0.326243,0
0.648854,0.892666,0.438154,0.736259,0.242775,3
0.406995,0.704215,0.419019,0.026917,0.730735,5
0.182775,0.198096,0.351756,0.850215,0.302255,6
0.126896,0.541704,0.837489,0.210028,0.171697,0
0.972045,0.245094,0.713889,0.013337,0.788049,2
0.572954,0.005921,0.499619,0.673513,0.588794,6
0.826563,0.779138,0.573748,0.783288,0.223640,3
0.648091,0.780236,0.741356,0.564074,0.141240,3
0.282876,0.710593,0.953093,0.898343,0.795984,0
0.148350,0.718467,0.336863,0.364208,0.528398,5
0.115146,0.163152,0.955168,0.188726,0.907071,2
0.252205,0.944243,0.501602,0.981689,0.428205,1
0.898526,0.147130,0.654592,0.176427,0.565630,2
0.771630,0.819514,0.818354,0.473983,0.811884,2
0.600146,0.180517,0.050508,0.766778,0.660451,6
0.289193,0.662435,0.697439,0.829249,0.121311,0
0.488723,0.237098,0.195502,0.943510,0.628407,6
0.892117,0.330760,0.270211,0.350963,0.914853,2
0.794549,0.972381,0.895962,0.530717,0.579180,3
0.567278,0.727348,0.799371,0.650746,0.221931,0
0.649495,0.892300,0.241401,0.500046,0.690451,1
0.067446,0.050295,0.384655,0.159337,0.122593,4
0.008850,0.607410,0.783654,0.608356,0.766717,0
0.815638,0.332804,0.582018,0.554613,0.608570,2
0.634510,0.184057,0.580523,0.974120,0.389721,6
0.817896,0.615253,0.156957,0.692923,0.214362,3
0.923673,0.489914,0.663411,0.162481,0.198004,3
0.219123,0.094455,0.187109,0.649220,0.854793,6
0.526261,0.955473,0.912870,0.078555,0.648671,2
0.693167,0.925748,0.738792,0.440718,0.391552,3
0.429365,0.964812,0.952330,0.086825,0.256844,3
0.931761,0.134953,0.993316,0.058870,0.307077,2
0.627613,0.770837,0.625813,0.909696,0.903714,1
0.708670,0.461470,0.613453,0.685720,0.106449,3
0.765099,0.026063,0.033876,0.633656,0.477981,6
0.974578,0.014679,0.948851,0.550707,0.328501,2
0.355663,0.359996,0.087161,0.192663,0.993103,5
0.807031,0.522019,0.999878,0.918027,0.947813,2
0.487503,0.535417,0.227973,0.629109,0.526017,6
0.424787,0.789544,0.523270,0.304422,0.114872,3
0.418500,0.212439,0.486984,0.881191,0.984283,6
0.501236,0.922300,0.891324,0.343852,0.238868,3
0.301096,0.856502,0.512528,0.432905,0.941313,5
0.302194,0.976806,0.934660,0.855770,0.989196,1
0.556536,0.478530,0.759758,0.516098,0.721824,2
0.355846,0.174261,0.635121,0.771386,0.504959,0
0.280892,0.311533,0.778466,0.298318,0.685324,2
0.058962,0.710654,0.808435,0.744987,0.580981,0
0.629597,0.833064,0.617573,0.250679,0.377270,3
0.462081,0.686392,0.459609,0.654683,0.466109,1
0.519059,0.366741,0.899380,0.288797,0.015534,4
0.079379,0.868129,0.923978,0.901914,0.796747,0
0.330882,0.458663,0.226051,0.947844,0.782403,6
0.563555,0.011658,0.854671,0.577502,0.711722,2
0.726646,0.952055,0.396527,0.407422,0.722037,1
0.095340,0.447279,0.205603,0.298227,0.987457,5
0.309214,0.804010,0.554155,0.255898,0.826685,5
0.988311,0.675985,0.211890,0.957183,0.712638,1
0.821467,0.822077,0.981048,0.095584,0.256325,3
0.924436,0.978454,0.613788,0.898923,0.219642,3
0.980590,0.273873,0.928983,0.069185,0.700613,2
0.044221,0.617634,0.630970,0.251106,0.327799,5
0.033906,0.364452,0.754112,0.757134,0.784570,0
0.436140,0.249794,0.092868,0.443495,0.056429,4
0.810572,0.507218,0.826777,0.279641,0.265999,3
0.033113,0.769494,0.298135,0.445936,0.461043,5
0.561144,0.761620,0.346904,0.463881,0.695059,1
0.153356,0.128941,0.232002,0.088839,0.754265,5
0.348552,0.399152,0.431745,0.225654,0.334330,4
0.540574,0.814966,0.343272,0.111393,0.024598,3
0.301706,0.912076,0.780999,0.499374,0.592822,0
0.394360,0.761223,0.795038,0.444441,0.282113,0
0.795465,0.523515,0.993744,0.744469,0.134739,0
0.156957,0.649098,0.581805,0.800012,0.865535,1
0.701346,0.018159,0.330699,0.896542,0.311350,6
0.362316,0.926115,0.775689,0.031373,0.069338,3
0.385357,0.111911,0.515488,0.234138,0.752586,2
0.287027,0.575976,0.047304,0.073336,0.811151,5
0.241401,0.245796,0.168859,0.625690,0.973296,6
0.088321,0.833583,0.134648,0.696677,0.887906,1
0.363414,0.245827,0.802026,0.632008,0.819880,2
0.202948,0.773553,0.721915,0.936918,0.490066,0
0.601032,0.362651,0.076754,0.589404,0.631031,6
0.634205,0.140507,0.874325,0.013703,0.775872,2
0.840419,0.417707,0.401837,0.714774,0.239235,6
0.998230,0.057649,0.369671,0.964171,0.084628,6
0.024506,0.761376,0.000061,0.080172,0.519059,5
0.461165,0.469588,0.607776,0.200385,0.408246,4
0.305460,0.117496,0.472427,0.627735,0.222022,4
0.597949,0.475692,0.880093,0.891446,0.671621,0
0.924924,0.773614,0.731498,0.857143,0.448439,1
0.370952,0.210944,0.278146,0.585986,0.821162,6
0.078494,0.601001,0.100650,0.048158,0.422163,5
0.482131,0.761925,0.027406,0.964690,0.306467,1
0.255257,0.681295,0.501724,0.498184,0.375286,0
0.925352,0.888760,0.184637,0.158116,0.895871,3
0.483047,0.495621,0.109561,0.890378,0.447127,6
0.278115,0.185156,0.052431,0.819575,0.508621,6
0.678610,0.331675,0.759850,0.183874,0.674367,2
0.750511,0.873074,0.971404,0.221198,0.508713,3
0.021210,0.400952,0.882687,0.957335,0.526933,0
0.878353,0.820582,0.972564,0.175817,0.302866,3
0.068209,0.761834,0.924406,0.569201,0.148961,0
0.632282,0.718955,0.735557,0.697256,0.753655,1
0.331950,0.139134,0.237129,0.446425,0.622669,6
0.239845,0.776147,0.026795,0.127445,0.474075,5
0.368877,0.739341,0.386547,0.899197,0.308481,0
0.808863,0.913541,0.910642,0.100558,0.142674,3
0.213355,0.812250,0.877132,0.714621,0.755791,0
0.521500,0.405713,0.161687,0.309885,0.190649,4
0.351085,0.625172,0.546190,0.025391,0.944487,5
0.366771,0.312754,0.081606,0.717765,0.191748,6
0.491226,0.322367,0.458144,0.209693,0.839198,2
0.715537,0.039766,0.964629,0.725272,0.653859,2
0.288736,0.465194,0.162755,0.478652,0.537217,5
0.146977,0.048738,0.387921,0.023560,0.297220,4
0.014161,0.510880,0.794427,0.973968,0.791650,0
0.429365,0.264657,0.950438,0.507126,0.928220,2
0.092227,0.716330,0.801569,0.254860,0.523362,5
0.066591,0.188971,0.670522,0.864925,0.309671,0
0.557085,0.573138,0.239814,0.625965,0.216620,3
0.974212,0.282144,0.608051,0.406049,0.610157,2
0.927610,0.513718,0.657247,0.469863,0.956236,2
0.263070,0.928922,0.019257,0.443129,0.711295,5
0.913999,0.904813,0.773858,0.227699,0.426862,3
0.416303,0.380230,0.112949,0.276986,0.490951,5
0.853420,0.885250,0.535234,0.539781,0.589801,3
0.967009,0.598865,0.877285,0.626820,0.803125,2
0.961760,0.036042,0.824091,0.942259,0.095737,6
0.747551,0.046632,0.111942,0.349803,0.869564,6
0.506424,0.819544,0.272866,0.042970,0.918119,5
0.509354,0.266762,0.357707,0.625721,0.808039,6
0.975524,0.809931,0.356151,0.888852,0.317148,3
0.831385,0.755913,0.486557,0.564592,0.672475,1
0.367351,0.593768,0.381085,0.919828,0.200568,0
0.370190,0.217658,0.930113,0.557207,0.296213,0
0.977477,0.460921,0.262459,0.101566,0.354503,3
0.280404,0.961821,0.500961,0.752190,0.036378,0
0.637959,0.267251,0.188086,0.166692,0.005158,4
0.674245,0.091586,0.131748,0.936644,0.839229,6
0.400159,0.750664,0.581195,0.997803,0.860653,1
0.921812,0.325877,0.241157,0.942167,0.509995,6
0.260537,0.747765,0.266182,0.680380,0.300302,0
0.040071,0.960936,0.461135,0.622913,0.298441,0
0.845332,0.815851,0.576342,0.262429,0.849605,2
0.006836,0.713858,0.751427,0.578539,0.531053,0
0.111698,0.335765,0.423231,0.408948,0.626911,5
0.189306,0.128178,0.108646,0.250069,0.655019,5
0.219672,0.885861,0.210669,0.554674,0.201605,3
0.821100,0.990387,0.773949,0.925382,0.335368,1
0.900723,0.154027,0.039491,0.465835,0.381603,6
0.221473,0.926084,0.682211,0.676717,0.786706,1
0.029145,0.525559,0.042146,0.943266,0.982665,1
0.850765,0.144444,0.498611,0.442732,0.953307,2
0.804407,0.367840,0.031892,0.362682,0.742790,6
0.961425,0.300577,0.582537,0.484237,0.098331,4
0.112308,0.559618,0.075747,0.476180,0.359478,5
0.162389,0.775658,0.228645,0.414808,0.450789,5
0.369640,0.602527,0.225959,0.017884,0.270150,5
0.284921,0.458571,0.185644,0.054903,0.412275,5
0.594562,0.334880,0.601428,0.791986,0.391797,6
0.151585,0.473281,0.368542,0.611164,0.070406,0
0.714774,0.464705,0.417554,0.696646,0.709769,1
0.829585,0.361064,0.487838,0.261635,0.024415,4
0.344401,0.476913,0.549699,0.177679,0.482650,5
0.316843,0.119205,0.640400,0.262337,0.429518,4
0.560747,0.573138,0.905271,0.538804,0.034974,0
0.996094,0.343547,0.370067,0.299936,0.332987,3
0.712699,0.796747,0.396069,0.980712,0.768059,1
0.215400,0.645802,0.935179,0.131504,0.430647,0
0.123997,0.005524,0.774651,0.831141,0.255196,0
0.647206,0.644215,0.137547,0.694113,0.945402,1
0.836634,0.504501,0.145512,0.780236,0.227515,6
0.256691,0.280068,0.704947,0.962584,0.041749,0
0.401685,0.567888,0.715812,0.679708,0.023499,0
0.410199,0.122044,0.491165,0.008087,0.670125,4
0.289163,0.385632,0.428419,0.224921,0.796625,5
0.490280,0.805750,0.302316,0.086825,0.601367,5
0.880764,0.791986,0.655293,0.238929,0.574206,3
0.988952,0.945494,0.586505,0.293039,0.299692,3
0.355541,0.096622,0.238716,0.942595,0.262337,6
0.043703,0.873714,0.173437,0.469131,0.805414,5
0.202155,0.067934,0.983703,0.153783,0.021790,4
0.391888,0.532609,0.337382,0.802149,0.590533,1
0.718040,0.235786,0.346446,0.428449,0.223426,4
0.367443,0.892911,0.310770,0.974334,0.032319,0
0.811396,0.817713,0.660482,0.370830,0.552507,3
0.482772,0.525376,0.619556,0.004486,0.346782,4
0.829981,0.345897,0.914823,0.318278,0.896054,2
0.942412,0.532334,0.871853,0.136204,0.161779,3
0.126469,0.115635,0.976531,0.974761,0.539659,0
0.759331,0.077425,0.530900,0.428999,0.013581,4
0.760674,0.504593,0.353954,0.952544,0.046449,6
0.606800,0.365734,0.370281,0.209265,0.544145,4
0.255013,0.662923,0.256569,0.206641,0.114017,4
0.767113,0.238289,0.364971,0.369427,0.686544,2
0.792261,0.659017,0.942106,0.637623,0.832240,2
0.158300,0.690085,0.345439,0.784997,0.276437,0
0.791131,0.521470,0.282235,0.319956,0.220740,3
0.054079,0.714042,0.453200,0.982391,0.943297,1
0.549608,0.360698,0.245613,0.510758,0.832240,6
0.387829,0.049074,0.916623,0.753960,0.441328,0
0.723777,0.513962,0.716758,0.430860,0.693564,2
0.072726,0.786401,0.532762,0.808771,0.403790,0
0.944884,0.057405,0.869228,0.414686,0.048067,4
0.201300,0.493118,0.128422,0.894833,0.465011,6
0.987640,0.696158,0.313242,0.018708,0.377941,3
0.935484,0.671438,0.796014,0.250496,0.425214,3
0.717582,0.597461,0.567278,0.688314,0.157048,3
0.985412,0.106693,0.493484,0.871548,0.250740,6
0.687918,0.807703,0.187292,0.233467,0.834407,5
0.429884,0.098483,0.277779,0.033570,0.837947,5
0.851772,0.103366,0.247963,0.279489,0.798303,2
0.873897,0.834803,0.638447,0.919919,0.243873,3
0.530045,0.107669,0.935179,0.665670,0.653157,2
0.200110,0.391705,0.736961,0.188635,0.128666,4
0.651295,0.871090,0.901028,0.086673,0.173589,3
0.070437,0.139042,0.459822,0.005005,0.084811,4
0.485946,0.501206,0.879086,0.735771,0.911069,2
0.500259,0.834071,0.688162,0.580309,0.977386,1
0.754662,0.450484,0.980743,0.934904,0.743828,2
0.884426,0.515763,0.696066,0.730552,0.006043,3
0.227638,0.363262,0.220710,0.358867,0.802820,5
0.426527,0.596393,0.740471,0.516861,0.553606,0
0.870418,0.564013,0.275246,0.093051,0.302194,3
0.635792,0.405866,0.321512,0.781152,0.629780,6
0.359874,0.966186,0.383984,0.040986,0.976836,5
0.034059,0.011933,0.898556,0.470840,0.479141,0
0.514603,0.019501,0.793329,0.738578,0.205969,0
0.085421,0.529283,0.669332,0.179571,0.321879,5
0.982665,0.916562,0.328715,0.063326,0.607807,3
0.244667,0.477798,0.983459,0.442640,0.862697,2
0.531419,0.273171,0.700064,0.275002,0.047304,4
0.546983,0.173833,0.688681,0.139225,0.759087,2
0.615253,0.508591,0.116214,0.910428,0.736534,6
0.952055,0.764550,0.828364,0.997681,0.313303,1
0.678304,0.799371,0.832606,0.910245,0.545213,1
0.336863,0.471145,0.243324,0.793847,0.864925,1
0.012757,0.399396,0.507981,0.599078,0.908780,5
0.230293,0.015473,0.406171,0.508591,0.338359,4
0.056581,0.923246,0.827235,0.399853,0.938994,5
0.718040,0.189306,0.857448,0.585162,0.771477,2
0.906461,0.513047,0.878903,0.063723,0.644093,2
0.052431,0.216437,0.545061,0.634083,0.032655,0
0.669485,0.272561,0.389019,0.363536,0.665151,2
0.994476,0.075076,0.814692,0.590442,0.962554,2
0.199011,0.579150,0.226142,0.254585,0.766167,5
0.424726,0.417646,0.387921,0.564989,0.464827,6
0.887814,0.504898,0.735374,0.079318,0.599017,2
0.912137,0.275796,0.017304,0.570208,0.254524,6
0.646657,0.212531,0.555193,0.105136,0.125309,4
0.343242,0.488540,0.252510,0.069338,0.667135,5
0.105411,0.466323,0.744469,0.163152,0.641346,5
0.022889,0.872707,0.511124,0.018281,0.771935,5
0.558184,0.940458,0.423658,0.024934,0.745415,5
0.479202,0.687521,0.047914,0.867580,0.635121,1
0.365490,0.438185,0.840205,0.039033,0.932646,2
0.167547,0.056825,0.082858,0.995025,0.572710,6
0.543229,0.082736,0.924986,0.074007,0.925382,2
0.998901,0.826807,0.904233,0.368816,0.243294,3
0.238289,0.628071,0.144688,0.606769,0.475204,5
0.734214,0.978851,0.835963,0.024537,0.080721,3
0.840602,0.892453,0.892605,0.475204,0.327189,3
0.424512,0.314768,0.170995,0.300088,0.483077,4
0.732627,0.560778,0.929563,0.012970,0.444838,2
0.848415,0.803583,0.151006,0.838466,0.980804,1
0.257668,0.861751,0.606128,0.620655,0.581591,1
0.942595,0.856227,0.441542,0.259072,0.929106,2
0.521470,0.526414,0.897214,0.932127,0.973113,1
0.150945,0.001465,0.937590,0.245796,0.732902,2
0.252754,0.600757,0.780725,0.228645,0.442427,0
0.065493,0.091983,0.758446,0.722037,0.840480,0
0.263436,0.741142,0.323679,0.263161,0.681692,5
0.320261,0.407239,0.582904,0.911618,0.362011,0
0.190893,0.194433,0.120914,0.807123,0.021088,6
0.053163,0.959716,0.657094,0.538133,0.803125,5
0.301126,0.376904,0.593799,0.649037,0.749931,0
0.994568,0.077212,0.504196,0.324717,0.679373,2
0.305063,0.444502,0.220191,0.080020,0.132511,4
0.000519,0.055971,0.203650,0.441206,0.318949,4
0.517594,0.116977,0.160314,0.724052,0.796808,6
0.251167,0.477157,0.711020,0.736534,0.591540,0
0.393384,0.902158,0.087466,0.533006,0.283395,3
0.997314,0.782098,0.682943,0.610553,0.249275,3
0.632496,0.392682,0.458174,0.496506,0.358379,4
0.298532,0.031098,0.283120,0.351329,0.653981,6
0.784326,0.098300,0.081668,0.734001,0.334513,6
0.266182,0.554186,0.093204,0.811487,0.517136,6
0.718772,0.958434,0.804865,0.772118,0.242744,3
0.537309,0.563036,0.171148,0.550279,0.524552,6
0.600269,0.877132,0.536088,0.586169,0.368084,3
0.686209,0.858882,0.103885,0.147618,0.976379,5
0.221320,0.960448,0.818659,0.024659,0.542558,5
0.646931,0.662038,0.225410,0.429456,0.474136,3
0.851527,0.239387,0.853053,0.168126,0.791314,2
0.606586,0.436171,0.632344,0.955412,0.852535,1
0.258858,0.156316,0.385479,0.620411,0.587481,6
0.853816,0.502884,0.859554,0.433851,0.609668,2
0.391491,0.602008,0.350780,0.318644,0.207526,3
0.358074,0.370220,0.695853,0.872585,0.662496,0
0.490280,0.441023,0.705893,0.801874,0.617084,0
0.037355,0.152745,0.255379,0.368145,0.966704,5
0.264443,0.879543,0.643422,0.621509,0.086550,0
0.368053,0.369945,0.695791,0.611805,0.018708,0
0.326701,0.335582,0.453383,0.338023,0.455733,4
0.830409,0.895596,0.514786,0.565905,0.127110,3
0.477126,0.294473,0.835536,0.947264,0.764489,0
0.284829,0.019898,0.788995,0.470565,0.224647,4
0.770409,0.595355,0.575396,0.246559,0.970824,2
0.369488,0.605152,0.665212,0.498001,0.518662,0
0.725364,0.322184,0.312113,0.207678,0.805261,2
0.018616,0.283486,0.503739,0.108554,0.067293,4
0.662038,0.593310,0.767907,0.494675,0.595325,2
0.852443,0.698447,0.924955,0.601856,0.052126,3
0.107242,0.676748,0.405835,0.479476,0.254707,0
0.104251,0.039125,0.256050,0.624043,0.713340,6
0.617359,0.635151,0.155309,0.084597,0.695975,5
0.558245,0.700217,0.134342,0.612690,0.252998,3
0.353587,0.744407,0.722373,0.153233,0.818445,5
0.292611,0.930998,0.922483,0.460158,0.114933,0
0.434431,0.862270,0.206610,0.430250,0.068667,3
0.486496,0.950072,0.759484,0.177709,0.543168,3
0.607379,0.370037,0.405042,0.264260,0.494705,4
0.776971,0.315439,0.125797,0.172735,0.831874,2
0.253029,0.898740,0.418989,0.431043,0.341838,5
0.272042,0.483444,0.374096,0.035218,0.829463,5
0.283273,0.403943,0.120396,0.660939,0.693716,6
0.960051,0.584368,0.390118,0.590411,0.675405,1
0.247169,0.898984,0.800562,0.149266,0.569292,5
0.531205,0.617786,0.026429,0.538957,0.055116,3
0.038453,0.914182,0.045686,0.167730,0.374371,5
0.168523,0.646718,0.821009,0.398907,0.081118,0
0.131870,0.151769,0.682699,0.497269,0.793847,2
0.296152,0.274819,0.397168,0.809564,0.870266,6
0.385998,0.471358,0.639332,0.397992,0.230110,4
0.221198,0.849635,0.467513,0.680105,0.616504,1
0.266121,0.897244,0.894375,0.840510,0.862941,1
0.693045,0.570513,0.154363,0.294443,0.077761,3
0.982086,0.412061,0.476089,0.374004,0.454573,3
0.256478,0.119968,0.021973,0.437513,0.529069,6
0.632221,0.513077,0.828242,0.923032,0.277261,0
0.520951,0.704001,0.412244,0.016755,0.010926,3
0.118351,0.486831,0.927885,0.609424,0.118534,0
0.726341,0.608295,0.013977,0.639546,0.742332,1
0.473739,0.726127,0.431410,0.021363,0.354198,3
0.887082,0.676260,0.699393,0.295389,0.498886,3
0.450575,0.799280,0.971526,0.811060,0.689871,0
0.962249,0.615406,0.154729,0.811274,0.205023,3
0.872768,0.005432,0.650624,0.733360,0.486373,6
0.555193,0.870510,0.343364,0.216620,0.576128,3
0.494766,0.442396,0.904569,0.856197,0.726707,0
0.219886,0.083834,0.988098,0.706412,0.000092,0
0.047853,0.793481,0.364055,0.307657,0.777917,5
0.162816,0.024812,0.677206,0.639271,0.592639,0
0.922269,0.738548,0.250832,0.201270,0.276162,3
0.608295,0.435041,0.504318,0.090854,0.119602,4
0.654012,0.731284,0.330729,0.920835,0.838160,1
0.964293,0.628864,0.974639,0.013947,0.880398,2
0.184942,0.488907,0.636402,0.378643,0.009247,0
0.810327,0.033052,0.873348,0.168279,0.312235,4
0.865719,0.534104,0.188635,0.807886,0.015473,3
0.254921,0.275460,0.520096,0.798547,0.632832,6
0.501541,0.139286,0.917722,0.737480,0.623341,2
0.000153,0.056978,0.953001,0.680166,0.908933,0
0.524613,0.673605,0.032960,0.652394,0.851283,1
0.133580,0.998779,0.719657,0.749962,0.153783,0
0.736778,0.268014,0.342845,0.084780,0.543260,4
0.864498,0.062441,0.729179,0.210334,0.033448,4
0.132694,0.523026,0.605762,0.142888,0.036317,4
0.759026,0.129612,0.659139,0.874783,0.131169,6
0.204077,0.302255,0.027161,0.383587,0.452925,5
0.133366,0.014069,0.343669,0.726310,0.104190,6
0.972777,0.121586,0.627949,0.101413,0.650044,2
0.756737,0.700217,0.016022,0.318766,0.092959,3
0.923765,0.869350,0.524796,0.163427,0.687918,3
0.527146,0.069643,0.866512,0.887936,0.032746,0
0.136479,0.213904,0.305399,0.090487,0.964324,5
0.932493,0.928434,0.730918,0.977538,0.700583,1
0.366985,0.688864,0.776910,0.800439,0.020753,0
0.525590,0.897855,0.468093,0.154851,0.026399,3
0.742698,0.721580,0.540025,0.904904,0.593158,1
0.948790,0.813685,0.345012,0.108768,0.036683,3
0.217811,0.412275,0.218360,0.322520,0.870052,5
0.865627,0.809870,0.148656,0.224311,0.400372,3
0.125706,0.302133,0.877071,0.854732,0.269082,0
0.120212,0.375439,0.409894,0.728111,0.543382,0
0.183813,0.315836,0.323679,0.896481,0.464644,6
0.173620,0.487442,0.680135,0.829981,0.305704,0
0.276009,0.152654,0.720145,0.245247,0.027833,4
0.984649,0.565294,0.875912,0.068972,0.766778,2
0.386822,0.253273,0.373852,0.652577,0.994140,6
0.639149,0.587237,0.917203,0.433424,0.779962,2
0.313974,0.713248,0.844966,0.960692,0.082522,0
0.805444,0.384350,0.865200,0.888638,0.564745,2
0.364971,0.774743,0.724906,0.003693,0.276955,3
0.135380,0.003632,0.134037,0.839625,0.025941,6
0.278054,0.427595,0.743309,0.557482,0.168554,0
0.662252,0.236915,0.735710,0.900571,0.933744,2
0.217414,0.817682,0.359722,0.114719,0.977386,5
0.693625,0.071230,0.542436,0.267220,0.325541,4
0.008759,0.216132,0.828150,0.773827,0.640248,0
0.285409,0.051607,0.842738,0.115757,0.110843,4
0.922727,0.876522,0.004669,0.678335,0.902402,1
0.737053,0.487564,0.647847,0.905576,0.494308,1
0.409467,0.818567,0.031373,0.861202,0.101016,3
0.290963,0.201422,0.903592,0.373028,0.107730,4
0.362499,0.056887,0.591357,0.654134,0.410077,6
0.980956,0.238136,0.599567,0.488693,0.283517,4
0.865444,0.661428,0.825648,0.644673,0.847774,2
0.972320,0.753990,0.372265,0.839900,0.332224,3
0.081301,0.921018,0.345683,0.126530,0.460524,5
0.404889,0.304666,0.191473,0.918790,0.635701,6
0.102390,0.407819,0.200690,0.717673,0.911039,5
0.304697,0.082736,0.730308,0.765923,0.454237,0
0.314005,0.530290,0.285073,0.938322,0.340587,6
0.203650,0.437391,0.669179,0.469222,0.199774,0
0.265847,0.844569,0.626728,0.678182,0.972137,1
0.318949,0.371319,0.099399,0.268746,0.171941,4
0.312204,0.591449,0.405133,0.255409,0.593585,5
0.122593,0.773705,0.000153,0.599322,0.012421,5
0.502091,0.263680,0.534654,0.811792,0.938475,6
0.500351,0.041047,0.083041,0.434980,0.034761,4
0.500504,0.112339,0.336985,0.720267,0.185583,6
0.084414,0.582995,0.763146,0.911435,0.751610,0
0.822657,0.994354,0.345866,0.128422,0.458235,3
0.369518,0.634175,0.242592,0.516495,0.979003,5
0.494247,0.474013,0.756523,0.348521,0.438978,2
0.512986,0.920530,0.312632,0.281777,0.468612,3
0.533158,0.241218,0.581469,0.159062,0.156041,4
0.900967,0.182928,0.114597,0.503739,0.732841,6
0.509812,0.324656,0.326945,0.826899,0.765160,6
0.260598,0.469924,0.375408,0.696768,0.204871,0
0.007813,0.886013,0.083132,0.418043,0.870235,5
0.935575,0.596515,0.175176,0.857509,0.746544,1
0.198737,0.202429,0.455763,0.366894,0.727012,5
0.545274,0.357097,0.734550,0.825129,0.399792,0
0.091006,0.407941,0.876736,0.937925,0.673482,0
0.244026,0.096591,0.658132,0.679739,0.804559,2
0.436811,0.292886,0.647389,0.772240,0.462996,0
0.803766,0.215552,0.157781,0.858150,0.495895,6
0.906857,0.579608,0.709189,0.782769,0.957945,1
0.396435,0.233253,0.632527,0.105380,0.975188,2
0.099673,0.227363,0.732810,0.874660,0.003540,0
0.867031,0.285348,0.226478,0.648152,0.647420,6
0.358409,0.094699,0.791131,0.946318,0.366070,0
0.094882,0.511948,0.246620,0.196081,0.054567,4
0.355876,0.328867,0.757317,0.995727,0.511582,0
0.364147,0.826106,0.220679,0.677664,0.938627,1
0.097476,0.783288,0.775384,0.540941,0.848262,5
0.125401,0.163060,0.543870,0.116886,0.161229,4
0.508866,0.211097,0.807917,0.589831,0.977722,2
0.761132,0.626026,0.717582,0.889401,0.018342,0
0.246590,0.571490,0.503128,0.684133,0.628864,0
0.584918,0.085665,0.757408,0.877804,0.636769,6
0.918790,0.137669,0.561174,0.725486,0.402264,6
0.940367,0.887845,0.058870,0.909207,0.556566,1
0.653737,0.841487,0.549089,0.988189,0.361553,1
0.540208,0.495865,0.489486,0.420667,0.910031,2
0.036042,0.046937,0.833186,0.560259,0.994446,2
0.727897,0.272683,0.343547,0.692465,0.429548,6
0.962004,0.348064,0.096561,0.059969,0.255440,4
0.774682,0.311655,0.681722,0.333201,0.479995,2
0.077090,0.649525,0.912687,0.466659,0.420484,0
0.273721,0.383801,0.102329,0.126041,0.039857,4
0.274636,0.348277,0.173833,0.916684,0.453108,6
0.779015,0.805597,0.782708,0.971313,0.674215,1
0.374187,0.503861,0.958739,0.964202,0.632130,0
0.692129,0.470595,0.310038,0.616138,0.677358,6
0.697348,0.099918,0.783319,0.723411,0.441847,6
0.642506,0.555895,0.019196,0.270425,0.338908,3
0.930113,0.476974,0.243873,0.114597,0.305918,3
0.867916,0.634999,0.892026,0.193732,0.327311,3
0.538377,0.385754,0.954314,0.759941,0.779473,2
0.000977,0.227882,0.176916,0.028199,0.116947,4
0.209418,0.495926,0.524430,0.536149,0.425489,0
